CustomerKey,CustomerID,FirstName,LastName,CustomerSegment,CreditScore,RiskBand,HomeBranchKey,RelationshipStartYear,State
4060,CUST004060,Maria,Chen,Mass Market,850,Low,22,2023,CA
4061,CUST004061,Michael,Rodriguez,High Net Worth,774,Low,26,2019,AZ
4062,CUST004062,Linda,Chen,High Net Worth,804,Low,20,2017,AZ
4063,CUST004063,Lucas,Johnson,Mass Market,677,Medium,2,2019,TX
4064,CUST004064,Raj,Davis,Mass Market,809,Low,1,2022,NY
4065,CUST004065,Priya,Singh,Small Business,802,Low,26,2023,GA
4066,CUST004066,Mary,Brown,Mass Market,666,Medium,25,2016,AZ
4067,CUST004067,John,Williams,Mass Market,689,Medium,13,2018,NC
4068,CUST004068,James,Johnson,Affluent,697,Medium,5,2020,GA
4069,CUST004069,Mary,Singh,Mass Market,766,Low,18,2023,CA
4070,CUST004070,Lucas,Singh,Affluent,788,Low,5,2019,WA
4071,CUST004071,Ahmed,Wilson,Mass Market,688,Medium,12,2015,AZ
4072,CUST004072,Noah,Anderson,Mass Market,750,Low,27,2018,TX
4073,CUST004073,Isabella,Lopez,Mass Market,679,Medium,15,2015,IL
4074,CUST004074,James,Patel,Affluent,737,Medium,29,2019,MA
4075,CUST004075,Elizabeth,Gonzalez,Mass Market,762,Low,11,2024,NY
4076,CUST004076,Robert,Cook,Mass Market,637,High,26,2022,GA
4077,CUST004077,Emma,Jones,Mass Market,724,Medium,23,2017,NY
4078,CUST004078,Mei,Williams,Mass Market,648,High,32,2023,MA
4079,CUST004079,Mary,Garcia,Mass Market,828,Low,37,2021,NC
4080,CUST004080,Raj,Rodriguez,Affluent,743,Low,2,2016,GA
4081,CUST004081,Ava,Kim,Affluent,738,Medium,17,2023,CA
4082,CUST004082,Michael,Miller,Mass Market,683,Medium,30,2018,FL
4083,CUST004083,Robert,Hernandez,Mass Market,619,High,23,2016,TX
4084,CUST004084,Jose,Gonzalez,Mass Market,611,High,7,2018,MA
4085,CUST004085,John,Anderson,Affluent,805,Low,1,2023,FL
4086,CUST004086,Ava,Brown,Mass Market,634,High,6,2017,NC
4087,CUST004087,James,Gonzalez,Mass Market,660,Medium,8,2017,FL
4088,CUST004088,Linda,Nguyen,Mass Market,692,Medium,21,2021,TX
4089,CUST004089,Sofia,Kim,Mass Market,696,Medium,37,2022,WA
4090,CUST004090,Patricia,Miller,Mass Market,702,Medium,14,2021,MA
4091,CUST004091,Ava,Kim,Affluent,771,Low,19,2016,IL
4092,CUST004092,Noah,Johnson,Affluent,806,Low,11,2019,NC
4093,CUST004093,Mary,Jones,Mass Market,694,Medium,26,2020,IL
4094,CUST004094,Mary,Brown,Mass Market,583,High,28,2023,IL
4095,CUST004095,Mary,Davis,Mass Market,733,Medium,29,2019,FL
4096,CUST004096,Patricia,Gonzalez,High Net Worth,783,Low,31,2019,AZ
4097,CUST004097,Robert,Anderson,High Net Worth,770,Low,32,2016,AZ
4098,CUST004098,Jennifer,Williams,Mass Market,657,High,1,2017,TX
4099,CUST004099,Sofia,Chen,Affluent,815,Low,35,2016,TX
4100,CUST004100,Lucas,Miller,Mass Market,692,Medium,17,2016,AZ
4101,CUST004101,Jennifer,Chen,Mass Market,637,High,35,2021,WA
4102,CUST004102,Mei,Cook,Mass Market,725,Medium,39,2022,MA
4103,CUST004103,Raj,Wilson,Mass Market,782,Low,15,2018,AZ
4104,CUST004104,Patricia,Nguyen,Mass Market,623,High,12,2018,AZ
4105,CUST004105,Priya,Smith,Mass Market,791,Low,22,2020,FL
4106,CUST004106,Raj,Anderson,Affluent,682,Medium,2,2024,MA
4107,CUST004107,Olivia,Cook,Mass Market,708,Medium,28,2024,GA
4108,CUST004108,Ahmed,Patel,Mass Market,752,Low,4,2016,GA
4109,CUST004109,Linda,Gonzalez,Mass Market,646,High,34,2022,TX
4110,CUST004110,Jose,Smith,Affluent,690,Medium,25,2015,AZ
4111,CUST004111,John,Ali,Affluent,724,Medium,11,2017,TX
4112,CUST004112,Lucas,Lopez,Affluent,808,Low,21,2018,TX
4113,CUST004113,Wei,Ali,Mass Market,729,Medium,24,2016,NY
4114,CUST004114,Olivia,Anderson,Small Business,642,High,7,2020,IL
4115,CUST004115,Noah,Jones,Mass Market,828,Low,5,2021,AZ
4116,CUST004116,John,Chen,Mass Market,658,High,9,2017,WA
4117,CUST004117,Wei,Anderson,Affluent,756,Low,39,2024,NY
4118,CUST004118,Noah,Kim,Affluent,780,Low,18,2023,FL
4119,CUST004119,Emma,Singh,Mass Market,749,Low,35,2021,IL
4120,CUST004120,James,Garcia,Mass Market,666,Medium,9,2023,NY
4121,CUST004121,Mei,Johnson,Mass Market,727,Medium,39,2020,FL
4122,CUST004122,Priya,Cook,Mass Market,721,Medium,39,2023,IL
4123,CUST004123,Elizabeth,Khan,Affluent,749,Low,9,2023,IL
4124,CUST004124,Maria,Cook,Affluent,828,Low,40,2024,AZ
4125,CUST004125,Lucas,Williams,Mass Market,646,High,6,2023,IL
4126,CUST004126,Ahmed,Khan,Mass Market,628,High,35,2020,AZ
4127,CUST004127,Mei,Johnson,Mass Market,729,Medium,29,2022,CA
4128,CUST004128,Jennifer,Davis,Mass Market,731,Medium,35,2020,GA
4129,CUST004129,Wei,Patel,Affluent,776,Low,13,2022,AZ
4130,CUST004130,James,Singh,Mass Market,615,High,29,2017,IL
4131,CUST004131,Raj,Williams,High Net Worth,803,Low,40,2021,CA
4132,CUST004132,Sofia,Singh,Mass Market,569,High,35,2022,MA
4133,CUST004133,Olivia,Jones,Mass Market,670,Medium,40,2021,NC
4134,CUST004134,Liam,Patel,Mass Market,570,High,10,2021,TX
4135,CUST004135,Liam,Chen,Small Business,667,Medium,13,2020,MA
4136,CUST004136,Mei,Khan,Mass Market,790,Low,35,2015,WA
4137,CUST004137,James,Gonzalez,Mass Market,627,High,12,2023,FL
4138,CUST004138,Mary,Murphy,Mass Market,477,High,18,2020,NY
4139,CUST004139,Raj,Gonzalez,Affluent,763,Low,25,2020,NC
4140,CUST004140,Ava,Anderson,Mass Market,566,High,37,2020,NY
4141,CUST004141,Ava,Brown,Mass Market,590,High,11,2015,IL
4142,CUST004142,Jennifer,Cook,Mass Market,655,High,22,2023,WA
4143,CUST004143,David,Garcia,Mass Market,603,High,34,2019,GA
4144,CUST004144,Noah,Gonzalez,Affluent,741,Low,13,2022,TX
4145,CUST004145,Emma,Martinez,Affluent,736,Medium,12,2020,FL
4146,CUST004146,Ava,Kim,Mass Market,620,High,37,2017,IL
4147,CUST004147,Linda,Miller,Mass Market,704,Medium,35,2021,NC
4148,CUST004148,Maria,Gonzalez,Mass Market,569,High,11,2016,IL
4149,CUST004149,Ava,Ali,Small Business,831,Low,21,2016,TX
4150,CUST004150,Raj,Hernandez,Mass Market,781,Low,31,2023,TX
4151,CUST004151,Wei,Garcia,Small Business,669,Medium,37,2020,TX
4152,CUST004152,Noah,Davis,Affluent,782,Low,15,2021,WA
4153,CUST004153,Emma,Ali,Mass Market,718,Medium,24,2023,CA
4154,CUST004154,Liam,Brown,Mass Market,718,Medium,36,2018,GA
4155,CUST004155,Jose,Smith,Affluent,694,Medium,32,2020,AZ
4156,CUST004156,Wei,Kim,Mass Market,616,High,21,2019,NY
4157,CUST004157,Maria,Patel,Affluent,703,Medium,19,2024,IL
4158,CUST004158,James,Miller,Mass Market,727,Medium,20,2018,NC
4159,CUST004159,Ava,Nguyen,Mass Market,657,High,37,2016,CA
4160,CUST004160,Sofia,Singh,Mass Market,527,High,31,2016,TX
4161,CUST004161,Michael,Nguyen,Small Business,656,High,22,2015,NC
4162,CUST004162,David,Johnson,Mass Market,772,Low,6,2018,WA
4163,CUST004163,Wei,Martinez,Mass Market,619,High,6,2018,WA
4164,CUST004164,Ahmed,Brown,Mass Market,715,Medium,21,2019,WA
4165,CUST004165,Patricia,Miller,Affluent,708,Medium,12,2018,WA
4166,CUST004166,Michael,Wilson,High Net Worth,730,Medium,31,2024,AZ
4167,CUST004167,Linda,Wilson,Affluent,797,Low,29,2016,WA
4168,CUST004168,James,Singh,Mass Market,612,High,18,2015,TX
4169,CUST004169,Elizabeth,Williams,Affluent,801,Low,3,2016,WA
4170,CUST004170,Ahmed,Gonzalez,Small Business,706,Medium,40,2017,AZ
4171,CUST004171,Ethan,Chen,Small Business,711,Medium,34,2016,MA
4172,CUST004172,Mary,Singh,Mass Market,752,Low,9,2023,MA
4173,CUST004173,David,Lopez,Mass Market,739,Medium,9,2015,FL
4174,CUST004174,Liam,Kim,Mass Market,714,Medium,23,2023,GA
4175,CUST004175,Robert,Hernandez,High Net Worth,767,Low,36,2017,GA
4176,CUST004176,Mary,Hernandez,Mass Market,733,Medium,38,2021,AZ
4177,CUST004177,Mei,Anderson,Mass Market,747,Low,35,2021,MA
4178,CUST004178,Elizabeth,Garcia,Affluent,671,Medium,9,2019,MA
4179,CUST004179,Liam,Hernandez,High Net Worth,780,Low,18,2020,AZ
4180,CUST004180,Isabella,Chen,Mass Market,530,High,28,2020,WA
4181,CUST004181,Mei,Murphy,Mass Market,724,Medium,40,2020,IL
4182,CUST004182,Liam,Jones,Mass Market,614,High,20,2017,NC
4183,CUST004183,John,Murphy,Mass Market,729,Medium,28,2016,WA
4184,CUST004184,Robert,Smith,Mass Market,683,Medium,3,2015,NY
4185,CUST004185,Mei,Martinez,Mass Market,717,Medium,24,2017,FL
4186,CUST004186,Lucas,Davis,Small Business,800,Low,5,2024,FL
4187,CUST004187,Lucas,Brown,Mass Market,629,High,21,2017,WA
4188,CUST004188,Michael,Smith,Mass Market,684,Medium,21,2016,WA
4189,CUST004189,Mary,Nguyen,Mass Market,701,Medium,14,2022,GA
4190,CUST004190,Isabella,Garcia,Mass Market,604,High,7,2023,IL
4191,CUST004191,Elizabeth,Nguyen,Mass Market,754,Low,34,2019,NC
4192,CUST004192,Wei,Chen,Mass Market,793,Low,40,2021,MA
4193,CUST004193,Sofia,Murphy,Mass Market,706,Medium,15,2017,GA
4194,CUST004194,Lucas,Anderson,Mass Market,814,Low,19,2022,GA
4195,CUST004195,Isabella,Smith,Mass Market,732,Medium,9,2017,WA
4196,CUST004196,Isabella,Murphy,Affluent,746,Low,11,2023,WA
4197,CUST004197,Michael,Williams,Mass Market,758,Low,34,2019,FL
4198,CUST004198,Ethan,Kim,Mass Market,683,Medium,7,2017,TX
4199,CUST004199,John,Jones,Small Business,699,Medium,13,2018,NC
4200,CUST004200,Lucas,Smith,Affluent,766,Low,20,2017,NC
4201,CUST004201,Mary,Gonzalez,Mass Market,831,Low,1,2016,CA
4202,CUST004202,Linda,Wilson,Affluent,699,Medium,17,2023,MA
4203,CUST004203,Michael,Murphy,Mass Market,602,High,36,2017,MA
4204,CUST004204,James,Kim,Mass Market,716,Medium,11,2020,MA
4205,CUST004205,Liam,Murphy,Mass Market,546,High,6,2021,MA
4206,CUST004206,Mei,Garcia,Mass Market,663,Medium,23,2017,MA
4207,CUST004207,Maria,Rodriguez,Mass Market,687,Medium,24,2022,AZ
4208,CUST004208,Sofia,Jones,Small Business,681,Medium,25,2019,TX
4209,CUST004209,Mary,Hernandez,Mass Market,787,Low,10,2024,NC
4210,CUST004210,Liam,Ali,Affluent,799,Low,30,2016,GA
4211,CUST004211,Linda,Cook,Mass Market,825,Low,7,2023,GA
4212,CUST004212,Olivia,Garcia,Mass Market,693,Medium,29,2015,CA
4213,CUST004213,Jennifer,Williams,Affluent,749,Low,30,2022,FL
4214,CUST004214,Ahmed,Murphy,Mass Market,657,High,14,2018,NC
4215,CUST004215,Jennifer,Smith,Mass Market,770,Low,21,2024,TX
4216,CUST004216,Robert,Chen,High Net Worth,726,Medium,37,2017,NC
4217,CUST004217,Isabella,Wilson,Mass Market,664,Medium,11,2018,CA
4218,CUST004218,Mei,Hernandez,Mass Market,773,Low,38,2021,CA
4219,CUST004219,Linda,Kim,Mass Market,680,Medium,36,2019,TX
4220,CUST004220,Jennifer,Hernandez,Mass Market,653,High,24,2018,FL
4221,CUST004221,Olivia,Miller,Affluent,707,Medium,21,2024,AZ
4222,CUST004222,David,Wilson,Mass Market,627,High,8,2019,MA
4223,CUST004223,Isabella,Cook,Mass Market,654,High,32,2022,FL
4224,CUST004224,Mei,Gonzalez,Mass Market,724,Medium,19,2017,FL
4225,CUST004225,Noah,Hernandez,Mass Market,693,Medium,17,2015,IL
4226,CUST004226,Mei,Patel,Mass Market,792,Low,40,2024,CA
4227,CUST004227,Ahmed,Singh,Affluent,672,Medium,38,2017,MA
4228,CUST004228,Jennifer,Chen,Mass Market,644,High,12,2015,MA
4229,CUST004229,Jennifer,Johnson,Mass Market,605,High,22,2016,FL
4230,CUST004230,Ahmed,Nguyen,Mass Market,638,High,32,2024,CA
4231,CUST004231,Sofia,Murphy,Mass Market,647,High,21,2018,TX
4232,CUST004232,Olivia,Nguyen,Mass Market,725,Medium,16,2024,TX
4233,CUST004233,James,Ali,Affluent,768,Low,7,2017,TX
4234,CUST004234,Wei,Cook,Mass Market,729,Medium,4,2020,AZ
4235,CUST004235,Jennifer,Johnson,Mass Market,752,Low,3,2018,IL
4236,CUST004236,Sofia,Singh,Mass Market,764,Low,30,2023,AZ
4237,CUST004237,Liam,Chen,High Net Worth,794,Low,29,2023,WA
4238,CUST004238,Ethan,Cook,Small Business,754,Low,24,2018,AZ
4239,CUST004239,Jennifer,Davis,Affluent,728,Medium,35,2020,GA
4240,CUST004240,Mei,Johnson,Mass Market,596,High,13,2015,NY
4241,CUST004241,Elizabeth,Davis,Mass Market,642,High,25,2019,CA
4242,CUST004242,Mei,Chen,Mass Market,790,Low,21,2024,CA
4243,CUST004243,John,Lopez,Mass Market,614,High,11,2022,FL
4244,CUST004244,John,Smith,Affluent,723,Medium,10,2024,NC
4245,CUST004245,Raj,Cook,Mass Market,602,High,38,2017,WA
4246,CUST004246,John,Martinez,Mass Market,757,Low,13,2015,MA
4247,CUST004247,Lucas,Cook,Small Business,707,Medium,33,2019,FL
4248,CUST004248,Emma,Miller,Mass Market,666,Medium,1,2015,NC
4249,CUST004249,Sofia,Williams,Mass Market,547,High,14,2021,NC
4250,CUST004250,John,Singh,Mass Market,690,Medium,8,2022,TX
4251,CUST004251,Mary,Khan,Mass Market,766,Low,10,2021,TX
4252,CUST004252,Michael,Garcia,Mass Market,736,Medium,8,2016,MA
4253,CUST004253,Ahmed,Ali,Mass Market,644,High,9,2021,NY
4254,CUST004254,Emma,Cook,Mass Market,626,High,6,2016,CA
4255,CUST004255,Wei,Gonzalez,Mass Market,697,Medium,7,2016,TX
4256,CUST004256,Mary,Brown,Mass Market,582,High,40,2017,NY
4257,CUST004257,Robert,Cook,Small Business,739,Medium,22,2022,AZ
4258,CUST004258,Linda,Miller,Affluent,688,Medium,40,2022,FL
4259,CUST004259,Elizabeth,Chen,Mass Market,629,High,13,2015,GA
4260,CUST004260,Maria,Miller,Mass Market,627,High,35,2021,NY
4261,CUST004261,Ahmed,Khan,Mass Market,739,Medium,20,2017,AZ
4262,CUST004262,Robert,Martinez,Affluent,696,Medium,12,2016,CA
4263,CUST004263,Elizabeth,Smith,Mass Market,628,High,36,2016,GA
4264,CUST004264,Robert,Hernandez,Mass Market,798,Low,1,2023,NC
4265,CUST004265,Robert,Jones,Mass Market,732,Medium,39,2020,IL
4266,CUST004266,Robert,Smith,Mass Market,697,Medium,38,2021,FL
4267,CUST004267,Jose,Cook,Mass Market,697,Medium,25,2020,CA
4268,CUST004268,Mei,Miller,Mass Market,545,High,37,2015,NC
4269,CUST004269,Robert,Murphy,Mass Market,705,Medium,38,2020,MA
4270,CUST004270,Raj,Brown,Mass Market,780,Low,15,2015,MA
4271,CUST004271,Robert,Rodriguez,Mass Market,628,High,13,2016,GA
4272,CUST004272,Olivia,Hernandez,Affluent,672,Medium,35,2020,WA
4273,CUST004273,Elizabeth,Jones,Small Business,597,High,14,2021,NY
4274,CUST004274,John,Cook,Affluent,686,Medium,10,2019,NY
4275,CUST004275,Sofia,Johnson,Mass Market,583,High,28,2017,CA
4276,CUST004276,Emma,Garcia,Affluent,753,Low,31,2020,FL
4277,CUST004277,Sofia,Rodriguez,Mass Market,729,Medium,4,2023,TX
4278,CUST004278,Emma,Johnson,Mass Market,734,Medium,29,2024,CA
4279,CUST004279,Priya,Chen,Affluent,714,Medium,2,2021,GA
4280,CUST004280,Robert,Jones,Mass Market,768,Low,19,2018,AZ
4281,CUST004281,Maria,Hernandez,Mass Market,546,High,17,2016,TX
4282,CUST004282,Linda,Murphy,Mass Market,642,High,19,2015,NY
4283,CUST004283,Mary,Brown,Mass Market,660,Medium,2,2018,NC
4284,CUST004284,Wei,Patel,Mass Market,733,Medium,37,2020,MA
4285,CUST004285,Priya,Martinez,Mass Market,585,High,40,2020,CA
4286,CUST004286,Ahmed,Chen,Mass Market,689,Medium,23,2020,WA
4287,CUST004287,Priya,Garcia,Mass Market,755,Low,16,2019,IL
4288,CUST004288,Patricia,Jones,Mass Market,743,Low,17,2022,MA
4289,CUST004289,James,Brown,Affluent,711,Medium,3,2021,AZ
4290,CUST004290,Raj,Brown,Small Business,733,Medium,33,2015,CA
4291,CUST004291,Michael,Smith,Affluent,714,Medium,27,2015,AZ
4292,CUST004292,Patricia,Anderson,Mass Market,653,High,26,2018,IL
4293,CUST004293,Sofia,Garcia,Mass Market,675,Medium,28,2016,AZ
4294,CUST004294,Olivia,Smith,Affluent,814,Low,34,2015,CA
4295,CUST004295,Ahmed,Brown,Affluent,812,Low,10,2020,NC
4296,CUST004296,Isabella,Brown,Mass Market,753,Low,22,2015,NY
4297,CUST004297,John,Miller,Mass Market,610,High,33,2022,NY
4298,CUST004298,Ahmed,Brown,Affluent,779,Low,16,2021,NY
4299,CUST004299,Ethan,Davis,Affluent,731,Medium,22,2022,CA
4300,CUST004300,Elizabeth,Lopez,Mass Market,728,Medium,34,2015,IL
4301,CUST004301,Elizabeth,Miller,Mass Market,638,High,26,2022,TX
4302,CUST004302,Ethan,Miller,Mass Market,739,Medium,2,2016,NY
4303,CUST004303,Priya,Garcia,Mass Market,742,Low,23,2024,AZ
4304,CUST004304,Ava,Lopez,Mass Market,699,Medium,29,2023,GA
4305,CUST004305,Emma,Rodriguez,Small Business,741,Low,32,2021,NY
4306,CUST004306,Patricia,Kim,Affluent,684,Medium,1,2018,WA
4307,CUST004307,Ava,Miller,Small Business,740,Low,39,2018,GA
4308,CUST004308,Mei,Anderson,Mass Market,643,High,17,2017,GA
4309,CUST004309,Priya,Jones,Mass Market,785,Low,6,2021,WA
4310,CUST004310,John,Nguyen,Mass Market,664,Medium,16,2024,TX
4311,CUST004311,James,Johnson,Mass Market,581,High,4,2022,IL
4312,CUST004312,Priya,Wilson,Mass Market,782,Low,7,2021,IL
4313,CUST004313,Lucas,Chen,Affluent,743,Low,2,2020,CA
4314,CUST004314,Mary,Anderson,Affluent,772,Low,38,2016,MA
4315,CUST004315,Patricia,Rodriguez,Mass Market,690,Medium,3,2022,NY
4316,CUST004316,Noah,Davis,Mass Market,586,High,35,2019,AZ
4317,CUST004317,Ethan,Chen,Mass Market,665,Medium,18,2016,NC
4318,CUST004318,Maria,Davis,Mass Market,690,Medium,5,2015,WA
4319,CUST004319,Mary,Rodriguez,Mass Market,742,Low,40,2017,NC
4320,CUST004320,Mary,Chen,Affluent,745,Low,20,2023,NC
4321,CUST004321,Wei,Singh,Mass Market,665,Medium,34,2022,MA
4322,CUST004322,Lucas,Williams,Affluent,727,Medium,13,2018,MA
4323,CUST004323,Ahmed,Ali,Mass Market,737,Medium,8,2024,GA
4324,CUST004324,Emma,Kim,Affluent,777,Low,19,2021,CA
4325,CUST004325,Wei,Brown,Small Business,654,High,10,2021,FL
4326,CUST004326,Elizabeth,Johnson,Affluent,743,Low,32,2022,MA
4327,CUST004327,David,Davis,Mass Market,745,Low,15,2024,TX
4328,CUST004328,Priya,Garcia,Mass Market,804,Low,14,2020,AZ
4329,CUST004329,Emma,Martinez,Mass Market,781,Low,38,2024,NC
4330,CUST004330,Emma,Anderson,Affluent,676,Medium,1,2016,CA
4331,CUST004331,Jennifer,Wilson,Affluent,738,Medium,9,2019,NY
4332,CUST004332,Ahmed,Johnson,Affluent,676,Medium,33,2018,MA
4333,CUST004333,Jennifer,Brown,Mass Market,797,Low,6,2023,GA
4334,CUST004334,Jennifer,Ali,Affluent,749,Low,2,2015,IL
4335,CUST004335,Olivia,Williams,Mass Market,747,Low,16,2016,WA
4336,CUST004336,Noah,Nguyen,Affluent,698,Medium,39,2024,AZ
4337,CUST004337,Ahmed,Jones,Affluent,711,Medium,8,2024,CA
4338,CUST004338,James,Cook,Mass Market,714,Medium,35,2022,AZ
4339,CUST004339,Elizabeth,Ali,Affluent,794,Low,33,2024,NY
4340,CUST004340,Olivia,Gonzalez,Mass Market,567,High,17,2016,IL
4341,CUST004341,Robert,Garcia,Affluent,788,Low,8,2023,MA
4342,CUST004342,Liam,Nguyen,Mass Market,705,Medium,15,2020,NC
4343,CUST004343,Liam,Lopez,Mass Market,556,High,29,2022,NY
4344,CUST004344,Jennifer,Johnson,Mass Market,738,Medium,2,2023,IL
4345,CUST004345,Mary,Wilson,Affluent,773,Low,31,2023,WA
4346,CUST004346,Ava,Williams,Affluent,741,Low,12,2022,FL
4347,CUST004347,Noah,Williams,Affluent,715,Medium,20,2021,NC
4348,CUST004348,John,Khan,Mass Market,631,High,6,2021,TX
4349,CUST004349,Sofia,Ali,Mass Market,721,Medium,38,2023,IL
4350,CUST004350,Emma,Ali,Mass Market,597,High,28,2017,AZ
4351,CUST004351,Robert,Anderson,Mass Market,789,Low,26,2023,NC
4352,CUST004352,Ava,Khan,Mass Market,632,High,4,2022,IL
4353,CUST004353,Noah,Lopez,Mass Market,551,High,15,2015,CA
4354,CUST004354,Mei,Williams,Small Business,763,Low,38,2019,GA
4355,CUST004355,Jose,Wilson,Mass Market,740,Low,3,2016,MA
4356,CUST004356,Lucas,Davis,Affluent,754,Low,12,2023,MA
4357,CUST004357,Ava,Murphy,Mass Market,763,Low,36,2019,AZ
4358,CUST004358,Maria,Cook,Mass Market,620,High,25,2018,WA
4359,CUST004359,Raj,Anderson,Affluent,783,Low,38,2016,GA
4360,CUST004360,Elizabeth,Khan,Mass Market,755,Low,3,2017,NC
4361,CUST004361,Ethan,Khan,Affluent,782,Low,19,2021,NC
4362,CUST004362,Wei,Kim,Mass Market,725,Medium,16,2021,IL
4363,CUST004363,Priya,Smith,Mass Market,618,High,18,2024,MA
4364,CUST004364,Elizabeth,Jones,Mass Market,664,Medium,5,2023,MA
4365,CUST004365,Robert,Kim,High Net Worth,818,Low,22,2015,CA
4366,CUST004366,Robert,Garcia,Mass Market,666,Medium,23,2021,NC
4367,CUST004367,Lucas,Wilson,Mass Market,620,High,18,2018,AZ
4368,CUST004368,Robert,Smith,Small Business,830,Low,33,2023,NC
4369,CUST004369,David,Kim,Mass Market,572,High,26,2018,AZ
4370,CUST004370,Linda,Singh,High Net Worth,762,Low,3,2023,GA
4371,CUST004371,David,Gonzalez,Mass Market,735,Medium,31,2017,TX
4372,CUST004372,Ahmed,Singh,Mass Market,850,Low,37,2023,CA
4373,CUST004373,James,Singh,Mass Market,674,Medium,5,2021,CA
4374,CUST004374,John,Miller,Mass Market,667,Medium,8,2019,NC
4375,CUST004375,Jose,Ali,Mass Market,685,Medium,39,2018,TX
4376,CUST004376,Ethan,Wilson,Affluent,695,Medium,7,2018,FL
4377,CUST004377,Sofia,Cook,High Net Worth,735,Medium,27,2018,NY
4378,CUST004378,Jennifer,Davis,Mass Market,757,Low,3,2020,IL
4379,CUST004379,Olivia,Nguyen,Mass Market,696,Medium,7,2020,GA
4380,CUST004380,Raj,Murphy,Mass Market,566,High,2,2020,TX
4381,CUST004381,David,Martinez,Mass Market,617,High,32,2020,TX
4382,CUST004382,Patricia,Singh,Mass Market,800,Low,7,2019,GA
4383,CUST004383,Lucas,Johnson,Mass Market,779,Low,13,2020,IL
4384,CUST004384,James,Chen,Affluent,704,Medium,27,2019,GA
4385,CUST004385,Sofia,Cook,Affluent,761,Low,31,2016,CA
4386,CUST004386,Robert,Murphy,Mass Market,588,High,17,2023,NC
4387,CUST004387,Noah,Kim,Mass Market,655,High,3,2023,AZ
4388,CUST004388,Isabella,Smith,Mass Market,850,Low,26,2023,MA
4389,CUST004389,Robert,Brown,Affluent,753,Low,18,2023,CA
4390,CUST004390,David,Wilson,Mass Market,657,High,34,2022,CA
4391,CUST004391,Maria,Singh,Mass Market,683,Medium,12,2018,GA
4392,CUST004392,David,Kim,Mass Market,641,High,28,2021,NC
4393,CUST004393,Emma,Davis,Mass Market,590,High,38,2023,GA
4394,CUST004394,Olivia,Anderson,Mass Market,781,Low,20,2024,AZ
4395,CUST004395,Noah,Martinez,Mass Market,557,High,6,2021,WA
4396,CUST004396,Noah,Rodriguez,Mass Market,734,Medium,21,2020,NY
4397,CUST004397,Patricia,Singh,Mass Market,675,Medium,9,2016,NC
4398,CUST004398,Mary,Ali,Mass Market,782,Low,31,2017,WA
4399,CUST004399,Ethan,Gonzalez,Mass Market,676,Medium,3,2018,WA
4400,CUST004400,John,Patel,Affluent,747,Low,6,2016,GA
4401,CUST004401,Linda,Singh,High Net Worth,775,Low,35,2015,AZ
4402,CUST004402,Michael,Wilson,Mass Market,730,Medium,21,2021,FL
4403,CUST004403,Ethan,Khan,Mass Market,620,High,9,2021,CA
4404,CUST004404,Noah,Rodriguez,Mass Market,653,High,21,2023,WA
4405,CUST004405,Mary,Gonzalez,Mass Market,777,Low,32,2024,NY
4406,CUST004406,James,Singh,Affluent,770,Low,37,2015,IL
4407,CUST004407,Elizabeth,Nguyen,High Net Worth,790,Low,38,2017,IL
4408,CUST004408,Mary,Martinez,Mass Market,701,Medium,25,2017,GA
4409,CUST004409,Mei,Cook,Mass Market,664,Medium,36,2019,NC
4410,CUST004410,Priya,Patel,Mass Market,673,Medium,27,2021,NY
4411,CUST004411,Mei,Wilson,Mass Market,711,Medium,17,2020,TX
4412,CUST004412,Mei,Martinez,Affluent,774,Low,21,2015,GA
4413,CUST004413,Sofia,Anderson,Mass Market,710,Medium,22,2020,AZ
4414,CUST004414,Noah,Anderson,Mass Market,741,Low,20,2015,WA
4415,CUST004415,Michael,Nguyen,High Net Worth,798,Low,39,2018,NY
4416,CUST004416,Robert,Davis,Mass Market,567,High,24,2021,IL
4417,CUST004417,Wei,Jones,Small Business,688,Medium,12,2021,GA
4418,CUST004418,Ethan,Martinez,Mass Market,654,High,4,2020,CA
4419,CUST004419,Lucas,Hernandez,Affluent,679,Medium,39,2021,NC
4420,CUST004420,Linda,Johnson,Mass Market,731,Medium,1,2020,GA
4421,CUST004421,Jennifer,Brown,Affluent,780,Low,12,2017,TX
4422,CUST004422,Jennifer,Anderson,Mass Market,683,Medium,28,2019,MA
4423,CUST004423,Elizabeth,Gonzalez,Mass Market,501,High,9,2022,WA
4424,CUST004424,John,Gonzalez,Affluent,686,Medium,2,2024,CA
4425,CUST004425,Jennifer,Rodriguez,Mass Market,611,High,7,2016,CA
4426,CUST004426,Liam,Rodriguez,Mass Market,630,High,35,2020,AZ
4427,CUST004427,Mary,Smith,Mass Market,651,High,35,2021,NY
4428,CUST004428,Sofia,Chen,Affluent,721,Medium,34,2016,GA
4429,CUST004429,Ethan,Patel,Affluent,741,Low,36,2022,TX
4430,CUST004430,John,Garcia,High Net Worth,837,Low,37,2018,NC
4431,CUST004431,Ahmed,Smith,Small Business,737,Medium,18,2020,MA
4432,CUST004432,Ethan,Wilson,Mass Market,770,Low,17,2017,TX
4433,CUST004433,John,Jones,Small Business,662,Medium,8,2021,TX
4434,CUST004434,Michael,Nguyen,Mass Market,644,High,17,2015,FL
4435,CUST004435,Maria,Davis,Mass Market,694,Medium,28,2022,WA
